subsr,chnl_nm,in_dt,use_tms,pgm_nm,SMRY,ACTR_DISP
61664000,엠플렉스,20240324230625,9,리볼버,"",""
62254000,엠플렉스,20240324223837,7,리볼버,"",""
63081000,엠플렉스,20240324015702,2947,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
61664000,엠플렉스,20240324230056,62,리볼버,"",""
67094000,엠플렉스,20240324024733,1,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
66717000,엠플렉스,20240324220052,31,리볼버,"",""
64649000,엠플렉스,20240324031102,15,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
64410000,엠플렉스,20240324212803,4,리볼버,"",""
59911000,엠플렉스,20240324225124,16,리볼버,"",""
61297000,엠플렉스,20240324030207,0,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
64131000,엠플렉스,20240324025525,2664,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
60411000,엠플렉스,20240324074911,72,마파도 2,"","이문식,여운계,김지영,김을동,김형자,길해연,이규한,남지현,김영찬,김양우"
65696000,엠플렉스,20240324225817,6,리볼버,"",""
66974000,엠플렉스,20240324080728,136,마파도 2,"","이문식,여운계,김지영,김을동,김형자,길해연,이규한,남지현,김영찬,김양우"
62252000,엠플렉스,20240324020928,43,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
64949000,엠플렉스,20240324034936,7,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
63900000,엠플렉스,20240324221308,104,리볼버,"",""
64484000,엠플렉스,20240324024806,5,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
66717000,캐치온2,20240324165848,13,허셀프,세상의 냉혹한 현실 속에서 아이들을 지키기 위한 행복한 집 짓기가 시작된다.,해리엇 월터
67198000,캐치온2,20240324170401,8,허셀프,세상의 냉혹한 현실 속에서 아이들을 지키기 위한 행복한 집 짓기가 시작된다.,해리엇 월터
66486000,시네마천국,20240323125000,3,[한글 자막] 괴물 2부,미군에 의해 유출된 독극물에 의해 생겨난 괴물.. 한강이 공포로 물든다. 괴물에게 끌려간 딸을 구하기 위한 평범한 소시민 가족의 목숨을 건 사투,"송강호,변희봉,박해일,배두나,고아성"
66985000,시네마천국,20240323165211,7,부러진 화살 2부,"","김지호,안성기,박원상,나영희"
66967000,시네마천국,20240323082403,54,왕십리 김종분 1부,"",""
60182000,시네마천국,20240323132639,6,[한글 자막] 괴물 2부,미군에 의해 유출된 독극물에 의해 생겨난 괴물.. 한강이 공포로 물든다. 괴물에게 끌려간 딸을 구하기 위한 평범한 소시민 가족의 목숨을 건 사투,"송강호,변희봉,박해일,배두나,고아성"
62857000,시네마천국,20240323092743,59,왕십리 김종분 2부,"",""
65059000,시네마천국,20240323161320,5,부러진 화살 1부,"","김지호,안성기,박원상,나영희"
65062000,시네마천국,20240323103717,1,그 여름,"",""
61664000,시네마천국,20240323161719,11,부러진 화살 1부,"","김지호,안성기,박원상,나영희"
64631000,시네마천국,20240323163108,2,부러진 화살 1부,"","김지호,안성기,박원상,나영희"
64433000,시네마천국,20240323082000,23,왕십리 김종분 1부,"",""
62857000,시네마천국,20240323155252,10,부러진 화살 1부,"","김지호,안성기,박원상,나영희"
62419000,더무비,20240323070858,5,빅매치,도심 전체를 무대로 천재 악당으로부터 형을 구하기 위한 익호의 무한질주를 그린 초특급 오락액션,"이정재,신하균,이성민,보아,김의성,배성우,손호준,김윤성"
62756000,더무비,20240323064241,36,빅매치,도심 전체를 무대로 천재 악당으로부터 형을 구하기 위한 익호의 무한질주를 그린 초특급 오락액션,"이정재,신하균,이성민,보아,김의성,배성우,손호준,김윤성"
65999000,더무비,20240323055905,28,빅매치,도심 전체를 무대로 천재 악당으로부터 형을 구하기 위한 익호의 무한질주를 그린 초특급 오락액션,"이정재,신하균,이성민,보아,김의성,배성우,손호준,김윤성"
62493000,더무비,20240323062428,6,빅매치,도심 전체를 무대로 천재 악당으로부터 형을 구하기 위한 익호의 무한질주를 그린 초특급 오락액션,"이정재,신하균,이성민,보아,김의성,배성우,손호준,김윤성"
65999000,더무비,20240323060859,84,빅매치,도심 전체를 무대로 천재 악당으로부터 형을 구하기 위한 익호의 무한질주를 그린 초특급 오락액션,"이정재,신하균,이성민,보아,김의성,배성우,손호준,김윤성"
67148000,더무비,20240323070847,4,빅매치,도심 전체를 무대로 천재 악당으로부터 형을 구하기 위한 익호의 무한질주를 그린 초특급 오락액션,"이정재,신하균,이성민,보아,김의성,배성우,손호준,김윤성"
65156000,더무비,20240323062811,84,빅매치,도심 전체를 무대로 천재 악당으로부터 형을 구하기 위한 익호의 무한질주를 그린 초특급 오락액션,"이정재,신하균,이성민,보아,김의성,배성우,손호준,김윤성"
64965000,더무비,20240323060001,264,빅매치,도심 전체를 무대로 천재 악당으로부터 형을 구하기 위한 익호의 무한질주를 그린 초특급 오락액션,"이정재,신하균,이성민,보아,김의성,배성우,손호준,김윤성"
63754000,MBC스포츠,20240323092613,10,2023-2024 실크로드 & 안산 LPBA ...,"",""
65568000,MBC스포츠,20240323091255,175,2023-2024 실크로드 & 안산 LPBA ...,"",""
62764000,MBC스포츠,20240323090312,4,2023-2024 실크로드 & 안산 LPBA ...,"",""
61546000,MBC스포츠,20240323080019,400,2023-2024 실크로드 & 안산 LPBA ...,"",""
66795000,스크린,20240323232243,46,황해,"","하정우,김윤석,조성하"
62271000,스크린,20240323230433,10,황해,"","하정우,김윤석,조성하"
66045000,스크린,20240323234823,6,황해,"","하정우,김윤석,조성하"
63053000,SBS,20240323080004,7,SBS 뉴스토리,"",""
66128000,SBS,20240323081055,28,SBS 뉴스토리,"",""
61814000,채널MX,20240323140045,8,WWE MYnthly Special(89회),"",""
66177000,채널MX,20240323165607,0,WWE MYnthly Special(89회),"",""
65076000,G1,20240323082943,1188,SBS 뉴스토리,"",""
62687000,SBS스포츠,20240309124912,7,2023 KBO리그 한국시리즈 하이라이트,"",""
59886000,바둑TV,20240309005158,9,센코컵 월드바둑여자최강전 2024,"",""
66270000,바둑TV,20240309120316,3659,센코컵 월드바둑여자최강전 2024,"",""
65128000,바둑TV,20240309150806,8,센코컵 월드바둑여자최강전 2024,"",""
63740000,SBS스포츠,20240309123604,7,2023 KBO리그 한국시리즈 하이라이트,"",""
64006000,SBS스포츠,20240309124658,1112,2023 KBO리그 한국시리즈 하이라이트,"",""
61702000,SBS스포츠,20240309111418,7251,2023 KBO리그 한국시리즈 하이라이트,"",""
62710000,SBS스포츠,20240309121804,2,2023 KBO리그 한국시리즈 하이라이트,"",""
62271000,SBS스포츠,20240309124842,5,2023 KBO리그 한국시리즈 하이라이트,"",""
62701000,SBS스포츠,20240309115822,2376,2023 KBO리그 한국시리즈 하이라이트,"",""
65181000,채널MX,20240309155411,1293,WWE MYnthly Special(87회),"",""
64845000,채널MX,20240309144017,10,WWE MYnthly Special(87회),"",""
64845000,채널MX,20240309150828,11,WWE MYnthly Special(87회),"",""
64845000,채널MX,20240309143813,44,WWE MYnthly Special(87회),"",""
64845000,채널MX,20240309172102,6,WWE MYnthly Special(87회),"",""
62677000,TV조선,20240309103433,1689,소문난 건강법(36회),"",""
65546000,TV조선,20240309111735,76,소문난 건강법(36회),"",""
66064000,TV조선,20240309081632,5,반지의 비밀일기 시즌3(3회),"",""
65027000,TV조선,20240309110152,35,소문난 건강법(36회),"",""
67115000,TV조선,20240309115155,6,소문난 건강법(36회),"",""
61638000,TV조선,20240309115253,1859,소문난 건강법(36회),"",""
62581000,TV조선,20240309113806,2,소문난 건강법(36회),"",""
65911000,TV조선,20240309081911,5,반지의 비밀일기 시즌3(3회),"",""
66408000,TV조선,20240309105156,6,소문난 건강법(36회),"",""
65130000,TV조선,20240309110315,21,소문난 건강법(36회),"",""
66346000,TV조선,20240309115728,10,소문난 건강법(36회),"",""
65225000,TV조선,20240309080014,5,반지의 비밀일기 시즌3(3회),"",""
60876000,TV조선,20240309110454,6,소문난 건강법(36회),"",""
63104000,TV조선,20240309100051,5951,소문난 건강법(36회),"",""
61678000,TV조선,20240309115851,6958,소문난 건강법(36회),"",""
64918000,TV조선,20240309075905,123,반지의 비밀일기 시즌3(3회),"",""
61445000,TV조선,20240309071427,2847,반지의 비밀일기 시즌3(3회),"",""
59921000,GS SHOP,20240309162139,6,[오늘의 선택] 폴햄 티셔츠,"",""
64844000,GS SHOP,20240309161816,18,[오늘의 선택] 폴햄 티셔츠,"",""
61204000,GS SHOP,20240309161823,16,[오늘의 선택] 폴햄 티셔츠,"",""
66162000,핑크하우스,20240309132429,12,선정적 문구 차단중,"",""
67374000,핑크하우스,20240309140007,6,선정적 문구 차단중,"",""
65703000,SBS,20240309081518,14,SBS 뉴스토리,"",""
66428000,SBS,20240309081039,195,SBS 뉴스토리,"",""
60888000,SBS,20240309081944,6,SBS 뉴스토리,"",""
65496000,BBC뉴스,20240309125315,0,Our World,"",""
66508000,채널액션,20240318034220,2,트랜센던스,"","조니 뎁,레베카 홀"
64991000,채널액션,20240318040956,8,트랜센던스,"","조니 뎁,레베카 홀"
60463000,채널액션,20240318025056,3,트랜센던스,"","조니 뎁,레베카 홀"
63088000,채널액션,20240318041823,26,트랜센던스,"","조니 뎁,레베카 홀"
61660000,이벤트TV,20240318235826,108,유찬의 가요를 부탁해(132회),"",""
64782000,이벤트TV,20240318233207,12,유찬의 가요를 부탁해(132회),"",""
64313000,이벤트TV,20240318233018,2372,유찬의 가요를 부탁해(132회),"",""
66118000,바둑TV,20240318163757,2606,2023 중국여자갑조리그,"",""
61374000,바둑TV,20240318160354,59,2023 중국여자갑조리그,"",""
61693000,바둑TV,20240318181857,10,2023 중국여자갑조리그,"",""
61620000,바둑TV,20240318121353,6,2023 중국여자갑조리그,"",""
61374000,바둑TV,20240318162238,10,2023 중국여자갑조리그,"",""
64016000,바둑TV,20240318141429,33,2023 중국여자갑조리그,"",""
61693000,바둑TV,20240318133324,3047,2023 중국여자갑조리그,"",""
66983000,바둑TV,20240318115951,5232,2023 중국여자갑조리그,"",""
64479000,바둑TV,20240318171749,130,2023 중국여자갑조리그,"",""
65904000,바둑TV,20240318161934,5,2023 중국여자갑조리그,"",""
61443000,바둑TV,20240318134343,28,2023 중국여자갑조리그,"",""
61620000,바둑TV,20240318135357,4,2023 중국여자갑조리그,"",""
66286000,엠플렉스,20240318143445,1,배틀 오브 레전드,충격 반전! 성공 확률 0%의 극비침투작전이 시작된다!,"요한 헬덴베르그,린 당 팜"
64096000,엠플렉스,20240318132626,372,배틀 오브 레전드,충격 반전! 성공 확률 0%의 극비침투작전이 시작된다!,"요한 헬덴베르그,린 당 팜"
61256000,엠플렉스,20240318142957,31,배틀 오브 레전드,충격 반전! 성공 확률 0%의 극비침투작전이 시작된다!,"요한 헬덴베르그,린 당 팜"
60171000,캐치온2,20240318215922,2,허셀프,세상의 냉혹한 현실 속에서 아이들을 지키기 위한 행복한 집 짓기가 시작된다.,해리엇 월터
59892000,GS SHOP,20240318231741,6,메가스터디 학습서비스 상담,"",""
66085000,GS SHOP,20240318231427,42,메가스터디 학습서비스 상담,"",""
64892000,OCN,20240318190738,10,비공식작전,"","하정우,주지훈"
65213000,NS홈쇼핑,20240318083349,24,신수지목어깨마사지기,"",""
66781000,OCN,20240318202701,3,비공식작전,"","하정우,주지훈"
60207000,OCN,20240318192623,3,비공식작전,"","하정우,주지훈"
64249000,NS홈쇼핑,20240318084528,223,신수지목어깨마사지기,"",""
65999000,NS홈쇼핑,20240318204923,5,식스패드종아리관리기,"",""
67344000,NS홈쇼핑,20240318205527,1,식스패드종아리관리기,"",""
60696000,NS홈쇼핑,20240318211043,7,식스패드종아리관리기,"",""
67198000,NS홈쇼핑,20240318213153,0,식스패드종아리관리기,"",""
62254000,NS홈쇼핑,20240318082206,11,신수지목어깨마사지기,"",""
65263000,OCN,20240318203139,5,비공식작전,"","하정우,주지훈"
64560000,OCN,20240318205954,5,비공식작전,"","하정우,주지훈"
64550000,NS홈쇼핑,20240318210207,13,식스패드종아리관리기,"",""
60283000,OCN,20240318195921,126,비공식작전,"","하정우,주지훈"
61181000,NS홈쇼핑,20240318082514,4,신수지목어깨마사지기,"",""
66820000,OCN,20240318203143,24,비공식작전,"","하정우,주지훈"
65292000,NS홈쇼핑,20240318210805,67,식스패드종아리관리기,"",""
67083000,스크린,20240318145302,1458,하루,"사랑하는 딸과 아내의 교통 사고 현장이라는 끔찍한 타임 루프 속에 각각 갇혀버린 두 주인공을 통해 용서, 사랑, 삶의 의미를 되짚어주는 스릴러 영화","김명민,변요한,유재명,조은형"
64520000,스크린,20240318140943,2057,하루,"사랑하는 딸과 아내의 교통 사고 현장이라는 끔찍한 타임 루프 속에 각각 갇혀버린 두 주인공을 통해 용서, 사랑, 삶의 의미를 되짚어주는 스릴러 영화","김명민,변요한,유재명,조은형"
63370000,스크린,20240318045334,3,나의 가족 나의 도시,할아버지가 남겨준 소중한 유산! 추억을 따라 가족들의 즐거운 여행이 시작된다!,"베다트 에린킨,릴레이 호저"
66608000,스크린,20240318152525,6,하루,"사랑하는 딸과 아내의 교통 사고 현장이라는 끔찍한 타임 루프 속에 각각 갇혀버린 두 주인공을 통해 용서, 사랑, 삶의 의미를 되짚어주는 스릴러 영화","김명민,변요한,유재명,조은형"
64417000,스크린,20240318043452,7,나의 가족 나의 도시,할아버지가 남겨준 소중한 유산! 추억을 따라 가족들의 즐거운 여행이 시작된다!,"베다트 에린킨,릴레이 호저"
67304000,엠플렉스,20240311041022,9,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
66974000,엠플렉스,20240311032713,20,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
67304000,엠플렉스,20240311030923,11,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
67304000,엠플렉스,20240311040612,6,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
67198000,엠플렉스,20240311190433,3,메모리,"",""
61658000,엠플렉스,20240311025613,5,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
62676000,엠플렉스,20240311030559,43,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
64096000,엠플렉스,20240311193902,169,메모리,"",""
64096000,엠플렉스,20240311185958,69,메모리,"",""
60824000,엠플렉스,20240311041120,0,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
62052000,엠플렉스,20240311194144,628,메모리,"",""
60283000,엠플렉스,20240311030211,65,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
60283000,엠플렉스,20240311033313,28,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
65396000,GS SHOP,20240311214015,2,메가스터디 학습서비스 상담,"",""
59935000,GS SHOP,20240311212912,8,메가스터디 학습서비스 상담,"",""
66717000,채널나우,20240311214859,4,언포게터블(21회),한 번 본 것은 무엇이든 기억하는 특별한 능력인 초기억증후군을 가진 전직 여경찰이 사건을 풀어나간다,"포피 몽고메리,딜란 월쉬,마이클 가스톤,케빈 랜킨"
64753000,채널나우,20240311213649,7,언포게터블(21회),한 번 본 것은 무엇이든 기억하는 특별한 능력인 초기억증후군을 가진 전직 여경찰이 사건을 풀어나간다,"포피 몽고메리,딜란 월쉬,마이클 가스톤,케빈 랜킨"
65613000,채널나우,20240311205306,822,언포게터블(21회),한 번 본 것은 무엇이든 기억하는 특별한 능력인 초기억증후군을 가진 전직 여경찰이 사건을 풀어나간다,"포피 몽고메리,딜란 월쉬,마이클 가스톤,케빈 랜킨"
61548000,MBC,20240311094946,3,930 MBC 뉴스 경남,"",""
65834000,스크린,20240311015609,941,엑스 마키나,"","돔놀 글리슨,알리시아 비칸데르,오스카 아이삭"
65391000,스크린,20240311011744,6,엑스 마키나,"","돔놀 글리슨,알리시아 비칸데르,오스카 아이삭"
64649000,스크린,20240311011853,119,엑스 마키나,"","돔놀 글리슨,알리시아 비칸데르,오스카 아이삭"
66974000,스크린,20240311015222,1,엑스 마키나,"","돔놀 글리슨,알리시아 비칸데르,오스카 아이삭"
64649000,OCN무비즈,20240311232511,9384,신의 한 수:귀수편,"\"세상은 둘 중 하나야. 놀이터가 되던가, 생지옥이 되던가\" 사활을 건 대결! 신의 한 수를 다시 두시겠습니까?","권상우,김희원,김성균,허성태,우도환"
64991000,월드클래식무비,20240311144016,275,12 솔져스,"","크리스 헴스워스,마이클 섀넌"
64096000,TV조선,20240311072647,18,반지의 비밀일기 시즌3(5회),"",""
67303000,애니원,20240311191838,16,[극장판]도라에몽-진구와 초록거인전,"",""
66861000,TV조선,20240311072716,12,반지의 비밀일기 시즌3(5회),"",""
62567000,바둑TV,20240311034031,15,센코컵 월드바둑여자최강전 2024,"",""
64378000,바둑TV,20240311014720,9,센코컵 월드바둑여자최강전 2024,"",""
60475000,이벤트TV,20240311233442,11,유찬의 가요를 부탁해(130회),"",""
60824000,스크린,20240311014124,37,엑스 마키나,"","돔놀 글리슨,알리시아 비칸데르,오스카 아이삭"
67010000,MBC,20240311083442,7067,930 MBC 뉴스 경남,"",""
65613000,채널나우,20240311213029,54,언포게터블(21회),한 번 본 것은 무엇이든 기억하는 특별한 능력인 초기억증후군을 가진 전직 여경찰이 사건을 풀어나간다,"포피 몽고메리,딜란 월쉬,마이클 가스톤,케빈 랜킨"
61698000,채널나우,20240311204914,3297,언포게터블(21회),한 번 본 것은 무엇이든 기억하는 특별한 능력인 초기억증후군을 가진 전직 여경찰이 사건을 풀어나간다,"포피 몽고메리,딜란 월쉬,마이클 가스톤,케빈 랜킨"
60260000,애니원,20240311192559,1820,[극장판]도라에몽-진구와 초록거인전,"",""
61862000,애니원,20240311182848,6013,[극장판]도라에몽-진구와 초록거인전,"",""
66174000,바둑TV,20240318134844,57,2023 중국여자갑조리그,"",""
66174000,바둑TV,20240318134955,96,2023 중국여자갑조리그,"",""
65043000,바둑TV,20240318174236,306,2023 중국여자갑조리그,"",""
62567000,바둑TV,20240318133333,13,2023 중국여자갑조리그,"",""
64782000,이벤트TV,20240318223709,3206,유찬의 가요를 부탁해(132회),"",""
64313000,이벤트TV,20240318232023,289,유찬의 가요를 부탁해(132회),"",""
63370000,OCN,20240318182024,585,비공식작전,"","하정우,주지훈"
61792000,OCN,20240318200659,61,비공식작전,"","하정우,주지훈"
65999000,OCN,20240318201439,10,비공식작전,"","하정우,주지훈"
66705000,OCN,20240318194854,955,비공식작전,"","하정우,주지훈"
65355000,OCN,20240318201645,8,비공식작전,"","하정우,주지훈"
65204000,NS홈쇼핑,20240318212039,0,식스패드종아리관리기,"",""
61442000,OCN,20240318202751,15,비공식작전,"","하정우,주지훈"
62620000,NS홈쇼핑,20240318212519,92,식스패드종아리관리기,"",""
67304000,OCN,20240318195740,35,비공식작전,"","하정우,주지훈"
59895000,OCN,20240318195939,13,비공식작전,"","하정우,주지훈"
61186000,OCN,20240318185840,0,비공식작전,"","하정우,주지훈"
62577000,NS홈쇼핑,20240318083524,54,신수지목어깨마사지기,"",""
60468000,NS홈쇼핑,20240318205003,39,식스패드종아리관리기,"",""
64396000,OCN,20240318202504,7,비공식작전,"","하정우,주지훈"
62390000,NS홈쇼핑,20240318085621,71,신수지목어깨마사지기,"",""
64680000,OCN,20240318182149,5,비공식작전,"","하정우,주지훈"
64857000,OCN,20240318192336,419,비공식작전,"","하정우,주지훈"
60667000,NS홈쇼핑,20240318081942,27,신수지목어깨마사지기,"",""
65292000,NS홈쇼핑,20240318204415,308,식스패드종아리관리기,"",""
64634000,OCN,20240318203024,5,비공식작전,"","하정우,주지훈"
60522000,NS홈쇼핑,20240318203949,19,식스패드종아리관리기,"",""
66583000,OCN,20240318190447,77,비공식작전,"","하정우,주지훈"
66286000,NS홈쇼핑,20240318084327,12,신수지목어깨마사지기,"",""
62791000,NS홈쇼핑,20240318214404,13,식스패드종아리관리기,"",""
63021000,스크린,20240318142814,10,하루,"사랑하는 딸과 아내의 교통 사고 현장이라는 끔찍한 타임 루프 속에 각각 갇혀버린 두 주인공을 통해 용서, 사랑, 삶의 의미를 되짚어주는 스릴러 영화","김명민,변요한,유재명,조은형"
65980000,스크린,20240318050515,10,나의 가족 나의 도시,할아버지가 남겨준 소중한 유산! 추억을 따라 가족들의 즐거운 여행이 시작된다!,"베다트 에린킨,릴레이 호저"
66668000,스크린,20240318152354,0,하루,"사랑하는 딸과 아내의 교통 사고 현장이라는 끔찍한 타임 루프 속에 각각 갇혀버린 두 주인공을 통해 용서, 사랑, 삶의 의미를 되짚어주는 스릴러 영화","김명민,변요한,유재명,조은형"
61949000,스크린,20240318145156,8,하루,"사랑하는 딸과 아내의 교통 사고 현장이라는 끔찍한 타임 루프 속에 각각 갇혀버린 두 주인공을 통해 용서, 사랑, 삶의 의미를 되짚어주는 스릴러 영화","김명민,변요한,유재명,조은형"
66286000,스크린,20240318152958,0,하루,"사랑하는 딸과 아내의 교통 사고 현장이라는 끔찍한 타임 루프 속에 각각 갇혀버린 두 주인공을 통해 용서, 사랑, 삶의 의미를 되짚어주는 스릴러 영화","김명민,변요한,유재명,조은형"
65599000,스크린,20240318052933,5,나의 가족 나의 도시,할아버지가 남겨준 소중한 유산! 추억을 따라 가족들의 즐거운 여행이 시작된다!,"베다트 에린킨,릴레이 호저"
66717000,스크린,20240318154208,2,하루,"사랑하는 딸과 아내의 교통 사고 현장이라는 끔찍한 타임 루프 속에 각각 갇혀버린 두 주인공을 통해 용서, 사랑, 삶의 의미를 되짚어주는 스릴러 영화","김명민,변요한,유재명,조은형"
66771000,바둑TV,20240316023831,5,제25회 농심신라면배 세계바둑최강전,"",""
62567000,바둑TV,20240316025701,305,제25회 농심신라면배 세계바둑최강전,"",""
64443000,바둑TV,20240316021634,56,제25회 농심신라면배 세계바둑최강전,"",""
64378000,바둑TV,20240316024234,6,제25회 농심신라면배 세계바둑최강전,"",""
67304000,바둑TV,20240316023423,6,제25회 농심신라면배 세계바둑최강전,"",""
62567000,바둑TV,20240316025255,131,제25회 농심신라면배 세계바둑최강전,"",""
66584000,SBS,20240316081032,0,SBS 뉴스토리,"",""
65042000,시네마천국,20240316125755,5,헝거게임: 모킹제이 1부,"","제니퍼 로렌스,리암 헴스워스,줄리안 무어,조쉬 허처슨,필립 세이모어 호프만,우디 헤럴슨,엘리자베스 ..."
64311000,시네마천국,20240316125344,6,헝거게임: 모킹제이 1부,"","제니퍼 로렌스,리암 헴스워스,줄리안 무어,조쉬 허처슨,필립 세이모어 호프만,우디 헤럴슨,엘리자베스 ..."
64313000,스크린,20240316221734,15,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
59933000,스크린,20240316210223,8160,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
65019000,스크린,20240316215808,0,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
62254000,스크린,20240316223338,12,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
66883000,스크린,20240316224324,8,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
61251000,스크린,20240316222225,4,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
66795000,월드클래식무비,20240316215933,358,아이스 로드,"주어진 시간은 단 30시간, 반드시 구해야 한다!","리암 니슨,로렌스 피시번,홀트 맥칼라니,앰버 미드썬더"
66705000,월드클래식무비,20240316211712,73,아이스 로드,"주어진 시간은 단 30시간, 반드시 구해야 한다!","리암 니슨,로렌스 피시번,홀트 맥칼라니,앰버 미드썬더"
64922000,월드클래식무비,20240316004118,13,리볼버,"",""
65999000,채널액션,20240316211045,5,황야의 들개들,"",스티븐 보이드
62248000,채널액션,20240316211453,9,황야의 들개들,"",스티븐 보이드
61920000,채널액션,20240316211214,126,황야의 들개들,"",스티븐 보이드
64282000,OCN무비즈2,20240316233329,10,수상한 그녀,"","심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나"
66440000,OCN무비즈2,20240316220551,3596,수상한 그녀,"","심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나"
66529000,OCN무비즈2,20240316230720,80,수상한 그녀,"","심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나"
61819000,OCN무비즈2,20240316232854,1372,수상한 그녀,"","심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나"
65503000,OCN무비즈2,20240316231432,18,수상한 그녀,"","심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나"
64753000,OCN무비즈2,20240316233410,47,수상한 그녀,"","심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나"
65350000,OCN무비즈2,20240316232019,6801,수상한 그녀,"","심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나"
60543000,TV조선,20240311072821,1090,반지의 비밀일기 시즌3(5회),"",""
65068000,TV조선,20240311072558,93,반지의 비밀일기 시즌3(5회),"",""
66463000,TV조선,20240311070049,5,반지의 비밀일기 시즌3(5회),"",""
60824000,엠플렉스,20240311032119,128,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
60283000,엠플렉스,20240311031428,31,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
64096000,엠플렉스,20240311192333,9,메모리,"",""
60725000,엠플렉스,20240311034455,10,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
62567000,엠플렉스,20240311033955,11,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
59911000,엠플렉스,20240311032214,30,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
67288000,엠플렉스,20240311192730,556,메모리,"",""
65599000,엠플렉스,20240311044153,35,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
61949000,OCN무비즈2,20240311194445,7,과속스캔들,30대 중반의 인기 라디오 DJ에게 어느날 자신이 '과속'해서 낳은 딸이라 우기며 나타난 생면부지의 딸과 손자로 인해 벌어지는 좌충우돌 코믹극,"차태현,박보영,왕석현,임지규,황우슬혜,임승대,정원중,김기방,박영서,안일권"
65305000,엠플렉스,20240311200834,827,메모리,"",""
61167000,엠플렉스,20240311024541,9,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
60283000,엠플렉스,20240311031208,112,하녀: 위험한 관계,"","카일리 베르조사,알버트 마르티네즈"
66812000,엠플렉스,20240311202608,88,메모리,"",""
67288000,OCN무비즈2,20240311194132,13,과속스캔들,30대 중반의 인기 라디오 DJ에게 어느날 자신이 '과속'해서 낳은 딸이라 우기며 나타난 생면부지의 딸과 손자로 인해 벌어지는 좌충우돌 코믹극,"차태현,박보영,왕석현,임지규,황우슬혜,임승대,정원중,김기방,박영서,안일권"
